SSBB	MLBAM	NL	pos	h	age	team	firstName	lastName	1B	2B	3B	SS	OF	osbAL	ocsAL	osbNL	ocsNL	BAvR	OBvR	SLvR	BAvL	OBvL	SLvL
150	680604	1150	P	R	27	Sea	Blas	Castano
151	692030	1151	P	R	22	Tex	Jose	Corniell
152	646242	1152	P	L	29	Sea	Jhonathan	Diaz
153	689958	1153	P	R	25	Cle	Andrew	Walters
154	677961	1154	P	R	26	Sea	Cole	Wilcox
155	687589	1155	P	R	27	NYA	Dominic	Hamel
156	543037	1156	P	R	35	NYA	Gerrit(hurt)	Cole
157	663776	1157	P	L	29	Bos	Patrick	Sandoval
158	666201	1158	P	R	28	LAA	Alek	Manoah
159	663556	1159	P	L	29	TB	Shane	McClanahan
160	676710	1160	P	R	30	Bos	Kutter	Crawford
161	680570	1161	P	R	26	LAA	Grayson	Rodriguez
162	686610	1162	P	L	28	Was	Ken	Waldichuk
163	665622	1163	P	R	26	Ath	Luis	Medina
164	674003	1164	P	L	28	Tex	Cody(hurt)	Bradford
165	641743	1165	P	L	31	ChA	Anthony	Kay
166	664074	1166	P	R	31	Tor	Cody	Ponce
167	689672	1167	P	R	25	ChA	Drew(hurt)	Thorpe
168	680744	1168	P	R	26	Det	Ty	Madden
169	672860	1169	P	R	26	ChA	Prelander(hurt)	Berroa
170	681066	1170	P	L	26	ChA	Ky	Bush
171	814005	1171	P	R	24	Tor	Jake(hurt)	Bloss
172	683568	1172	P	R	24	ChA	Jairo	Iriarte
173	695611	1173	P	L	22	Ath	Gage	Jump
174	701364	1174	P	L	22	Ath	Jamie(round/1/2025/MLB/draft)	Arnold
175	800018	1175	P	R	25	Ath	ChenZhong-Ao	Zhuang
176	804556	1176	P	R	23	Ath	Braden	Nett
177	692013	1177	P	R	23	Ath	Henry	Baez
178	801725	1178	P	L	22	Bal	Luis	DeLeon
179	702650	1179	P	R	21	Bal	Michael	Forret
180	821757	1180	P	R	19	Bal	Esteban	Mejia
181	694346	1181	P	R	23	Bal	Trey	Gibson
182	675660	1182	P	L	27	Mil	Shane	Drohan
183	813536	1183	P	R	19	Bos	Juan	Valera
184	804817	1184	P	R	21	Bos	Kyson(round/1/2025/MLB/draft)	Witherspoon
